##1 0 (1 39 1 5 0)##
        2683 Mar 12, 2001             9             7            10             4            17 
        2682 Mar 11, 2001             7            14            15            18            19 
        2681 Mar 10, 2001             6            15            25            27            36 
        2680 Mar 09, 2001             1            10            26            33            34 
        2679 Mar 08, 2001             1             6            15            23            24 
        2678 Mar 07, 2001             3             4            26            29            31 
        2677 Mar 06, 2001            15            30            34            36            39 
        2676 Mar 05, 2001             9            15            21            24            29 
        2675 Mar 04, 2001             5             7            20            35            36 
        2674 Mar 03, 2001             2             3             6            22            33 
        2673 Mar 02, 2001            14            16            29            30            37 
        2672 Mar 01, 2001             6             8            11            13            39 
        2671 Feb 28, 2001             4            10            15            18            24 
        2670 Feb 27, 2001            26            31            33            34            37 
        2669 Feb 26, 2001             4             6            18            20            21 
        2668 Feb 25, 2001            10            11            18            30            37 
        2667 Feb 24, 2001             4             9            12            17            27 
        2666 Feb 23, 2001             7            22            23            27            33 
        2665 Feb 22, 2001             9            10            20            35            39 
        2664 Feb 21, 2001             1             4             6             8            26 
        2663 Feb 20, 2001             3             9            28            34            38 
        2662 Feb 19, 2001             8            15            25            35            39 
        2661 Feb 18, 2001             9            17            18            23            39 
        2660 Feb 17, 2001             1             2            19            31            32 
        2659 Feb 16, 2001             4            10            14            21            33 
        2658 Feb 15, 2001             2             6             9            32            35 
        2657 Feb 14, 2001             1             7            19            24            37 
        2656 Feb 13, 2001            16            18            19            32            34 
        2655 Feb 12, 2001            10            16            23            30            32 
        2654 Feb 11, 2001             3            10            15            35            36 
        2653 Feb 10, 2001             1             3             5            12            13 
        2652 Feb 09, 2001             3            11            14            36            37 
        2651 Feb 08, 2001             2            22            24            35            37 
        2650 Feb 07, 2001             3             6            10            20            22 
        2649 Feb 06, 2001             1            11            20            22            23 
        2648 Feb 05, 2001             6             8            17            32            37 
        2647 Feb 04, 2001             5            18            34            35            39 
        2646 Feb 03, 2001             2            13            14            28            34 
        2645 Feb 02, 2001             2             9            11            30            31 
        2644 Feb 01, 2001            13            27            28            33            36 
        2643 Jan 31, 2001             2            12            14            25            32 
        2642 Jan 30, 2001             3             7            17            19            39 
        2641 Jan 29, 2001             3            31            33            34            36 
        2640 Jan 28, 2001             7             8            10            16            35 
        2639 Jan 27, 2001             1             5            20            21            34 
        2638 Jan 26, 2001             5             6            10            33            35 
        2637 Jan 25, 2001             3            11            24            33            37 
        2636 Jan 24, 2001             7             8            20            24            26 
        2635 Jan 23, 2001             1            10            21            25            28 
        2634 Jan 22, 2001             2             5             6             7             9 
        2633 Jan 21, 2001             5             9            29            34            36 
        2632 Jan 20, 2001             8            14            22            31            39 
        2631 Jan 19, 2001             4            15            23            32            39 
        2630 Jan 18, 2001             2             5            15            21            26 
        2629 Jan 17, 2001             6            10            24            36            37 
        2628 Jan 16, 2001             5            10            21            24            29 
        2627 Jan 15, 2001             2             3             8            12            25 
        2626 Jan 14, 2001             3            14            23            27            28 
        2625 Jan 13, 2001             4             7            20            21            25 
        2624 Jan 12, 2001             1             6            20            27            33 
        2623 Jan 11, 2001             1            12            15            21            36 
        2622 Jan 10, 2001            20            22            26            36            37 
        2621 Jan 09, 2001             3             6            24            26            32 
        2620 Jan 08, 2001             5             9            18            38            39 
        2619 Jan 07, 2001             9            11            15            20            26 
        2618 Jan 06, 2001             4             7            12            21            25 
        2617 Jan 05, 2001            19            22            27            28            39 
        2616 Jan 04, 2001             1             6            22            29            33 
        2615 Jan 03, 2001             2            11            17            29            38 
        2614 Jan 02, 2001             3            16            20            23            34 
        2613 Jan 01, 2001             3             6            11            17            39 
        2612 Dec 31, 2000             1             8             9            17            38 
        2611 Dec 30, 2000             7            14            20            32            36 
        2610 Dec 29, 2000             8             9            11            31            32 
        2609 Dec 28, 2000             5            14            17            29            35 
        2608 Dec 27, 2000             1            12            14            22            33 
        2607 Dec 26, 2000             7            11            23            25            36 
        2606 Dec 25, 2000             5             8            16            28            29 
        2605 Dec 24, 2000             2             8             9            22            26 
        2604 Dec 23, 2000             5            15            19            35            39 
        2603 Dec 22, 2000            20            21            24            33            38 
        2602 Dec 21, 2000            13            20            22            25            39 
        2601 Dec 20, 2000             6            13            15            16            19 
        2600 Dec 19, 2000             2             4            21            25            28 
        2599 Dec 18, 2000            12            15            18            20            38 
        2598 Dec 17, 2000             4            11            19            25            34 
        2597 Dec 16, 2000             3             6            13            23            39 
        2596 Dec 15, 2000             6            21            29            37            39 
        2595 Dec 14, 2000             2            19            20            25            33 
        2594 Dec 13, 2000            11            33            35            37            38 
        2593 Dec 12, 2000             2             3             9            16            27 
        2592 Dec 11, 2000             1            11            28            29            34 
        2591 Dec 10, 2000            13            19            25            27            39 
        2590 Dec 09, 2000             2            26            29            38            39 
        2589 Dec 08, 2000             2            15            19            26            39 
        2588 Dec 07, 2000            10            18            24            26            32 
        2587 Dec 06, 2000             2             9            21            28            39 
        2586 Dec 05, 2000             1             2            23            24            34 
        2585 Dec 04, 2000            15            16            29            32            34 
        2584 Dec 03, 2000             5             8            14            36            39 
        2583 Dec 02, 2000             2             4            10            17            36 
        2582 Dec 01, 2000             2            22            24            29            30 
        2581 Nov 30, 2000             1            31            34            35            38 
        2580 Nov 29, 2000            22            27            28            29            36 
        2579 Nov 28, 2000             7            15            18            29            35 
        2578 Nov 27, 2000            15            18            26            30            36 
        2577 Nov 26, 2000             6            20            23            30            34 
        2576 Nov 25, 2000             9            14            24            31            34 
        2575 Nov 24, 2000             1            10            21            32            36 
        2574 Nov 23, 2000             1             6            13            36            39 
        2573 Nov 22, 2000            10            24            26            27            36 
        2572 Nov 21, 2000             3            10            20            21            38 
        2571 Nov 20, 2000             8            21            22            24            35 
        2570 Nov 19, 2000             4            10            27            32            35 
        2569 Nov 18, 2000             6            11            12            18            33 
        2568 Nov 17, 2000             3            16            21            31            32 
        2567 Nov 16, 2000            11            21            27            33            37 
        2566 Nov 15, 2000             9            14            24            31            34 
        2565 Nov 14, 2000             9            23            27            28            32 
        2564 Nov 13, 2000            20            21            23            25            35 
        2563 Nov 12, 2000             5             8            13            15            24 
        2562 Nov 11, 2000            14            23            25            29            32 
        2561 Nov 10, 2000             8             9            18            23            26 
        2560 Nov 09, 2000             7            15            21            28            37 
        2559 Nov 08, 2000             2             7            15            16            30 
        2558 Nov 07, 2000             1             9            22            25            36 
        2557 Nov 06, 2000             1             6            13            16            18 
        2556 Nov 05, 2000             2            18            20            23            37 
        2555 Nov 04, 2000             1             4            14            25            39 
        2554 Nov 03, 2000            13            14            16            33            37 
        2553 Nov 02, 2000            23            25            26            36            38 
        2552 Nov 01, 2000             2             3             7            24            28 
        2551 Oct 31, 2000            17            23            24            36            39 
        2550 Oct 30, 2000             4            15            16            27            38 
        2549 Oct 29, 2000            10            17            21            25            35 
        2548 Oct 28, 2000             2            15            19            29            38 
        2547 Oct 27, 2000             7            12            16            34            37 
        2546 Oct 26, 2000             1             3            12            20            36 
        2545 Oct 25, 2000            12            19            20            25            35 
        2544 Oct 24, 2000             6             7            16            38            39 
        2543 Oct 23, 2000             1             2            21            23            37 
        2542 Oct 22, 2000             3             6            19            26            34 
        2541 Oct 21, 2000             9            14            24            35            39 
        2540 Oct 20, 2000             3            12            23            33            39 
        2539 Oct 19, 2000             2            14            30            31            35 
        2538 Oct 18, 2000             7            17            18            34            36 
        2537 Oct 17, 2000             5            19            22            25            28 
        2536 Oct 16, 2000             8            11            27            31            37 
        2535 Oct 15, 2000             5             9            16            17            37 
        2534 Oct 14, 2000            10            12            15            20            24 
        2533 Oct 13, 2000             4            19            23            25            33 
        2532 Oct 12, 2000             6            14            21            22            33 
        2531 Oct 11, 2000             5             8            12            26            38 
        2530 Oct 10, 2000             1            12            15            31            33 
        2529 Oct 09, 2000            11            13            17            26            31 
        2528 Oct 08, 2000             9            27            31            36            39 
        2527 Oct 07, 2000             7             8            15            16            36 
        2526 Oct 06, 2000             1             4             6            20            32 
        2525 Oct 05, 2000             6            22            25            27            38 
        2524 Oct 04, 2000             4             7            20            23            34 
        2523 Oct 03, 2000             4            12            21            27            31 
        2522 Oct 02, 2000             2            12            25            32            39 
        2521 Oct 01, 2000             3             6            13            17            26 
        2520 Sep 30, 2000             4            16            26            28            38 
        2519 Sep 29, 2000             9            13            23            37            39 
        2518 Sep 28, 2000             2            15            25            31            36 
        2517 Sep 27, 2000            11            16            18            20            33 
        2516 Sep 26, 2000             3             9            22            26            32 
        2515 Sep 25, 2000            17            24            29            36            37 
        2514 Sep 24, 2000            17            20            21            26            33 
        2513 Sep 23, 2000            16            21            24            33            37 
        2512 Sep 22, 2000             5             6             7            34            39 
        2511 Sep 21, 2000             1             2             8            22            28 
        2510 Sep 20, 2000             3             9            30            32            37 
        2509 Sep 19, 2000             3            10            22            31            33 
        2508 Sep 18, 2000             5             9            24            34            39 
        2507 Sep 17, 2000             4             5            10            11            37 
        2506 Sep 16, 2000             8            14            15            35            37 
        2505 Sep 15, 2000            10            15            34            35            36 
        2504 Sep 14, 2000             6            11            13            24            26 
        2503 Sep 13, 2000             4             6            22            27            28 
        2502 Sep 12, 2000            18            19            21            22            31 
        2501 Sep 11, 2000             2             8            10            24            25 
        2500 Sep 10, 2000             9            14            26            27            34 
        2499 Sep 09, 2000            14            16            17            23            27 
        2498 Sep 08, 2000             7             9            30            36            37 
        2497 Sep 07, 2000             1             3            30            37            39 
        2496 Sep 06, 2000            12            14            20            36            39 
        2495 Sep 05, 2000             6             8            11            23            37 
        2494 Sep 04, 2000             7            19            23            32            35 
        2493 Sep 03, 2000             3            22            25            32            36 
        2492 Sep 02, 2000             7            12            18            28            30 
        2491 Sep 01, 2000             4            11            13            35            39 
        2490 Aug 31, 2000             8            26            33            35            38 
        2489 Aug 30, 2000             6            11            14            21            23 
        2488 Aug 29, 2000            19            32            35            36            37 
        2487 Aug 28, 2000            19            25            34            37            39 
        2486 Aug 27, 2000             4            17            25            36            37 
        2485 Aug 26, 2000            12            19            20            34            39 
        2484 Aug 25, 2000             4             8            16            17            38 
        2483 Aug 24, 2000             1             8            29            32            36 
        2482 Aug 23, 2000             3            10            21            29            32 
        2481 Aug 22, 2000             9            19            20            25            38 
        2480 Aug 21, 2000             5            15            23            24            28 
        2479 Aug 20, 2000             1            10            13            35            39 
        2478 Aug 19, 2000             1             9            11            13            35 
        2477 Aug 18, 2000            22            25            31            36            38 
        2476 Aug 17, 2000             1             8            18            20            21 
        2475 Aug 16, 2000             6             9            26            32            35 
        2474 Aug 15, 2000             3             6            14            18            21 
        2473 Aug 14, 2000             4            22            27            29            37 
        2472 Aug 13, 2000             3            15            28            29            30 
        2471 Aug 12, 2000             4             6             8            13            18 
        2470 Aug 11, 2000            13            22            27            28            31 
        2469 Aug 10, 2000            14            23            31            34            35 
        2468 Aug 09, 2000             1            18            23            30            35 
        2467 Aug 08, 2000             1            20            21            30            39 
        2466 Aug 07, 2000             3             5             6            17            21 
        2465 Aug 06, 2000            12            18            22            23            27 
        2464 Aug 05, 2000             7             9            30            35            37 
        2463 Aug 04, 2000             2            12            16            29            33 
        2462 Aug 03, 2000            22            29            32            34            35 
        2461 Aug 02, 2000             7             8            13            18            21 
        2460 Aug 01, 2000             1            13            15            20            35 
        2459 Jul 31, 2000             9            19            20            27            39 
        2458 Jul 30, 2000             5            23            25            34            39 
        2457 Jul 29, 2000             7            26            34            35            36 
        2456 Jul 28, 2000             4             7            13            34            38 
        2455 Jul 27, 2000            11            14            23            28            38 
        2454 Jul 26, 2000             4             6            12            28            36 
        2453 Jul 25, 2000            15            17            32            34            38 
        2452 Jul 24, 2000             3             7             8            19            35 
        2451 Jul 23, 2000             2            22            31            33            37 
        2450 Jul 22, 2000            15            24            26            34            37 
        2449 Jul 21, 2000             4            17            26            27            35 
        2448 Jul 20, 2000             7            14            19            32            38 
        2447 Jul 19, 2000             5            17            21            32            39 
        2446 Jul 18, 2000             6             7            11            15            25 
        2445 Jul 17, 2000             3             4            18            23            25 
        2444 Jul 16, 2000            11            14            18            23            31 
        2443 Jul 15, 2000            30            29            38            25            27 
        2442 Jul 14, 2000             6             7            18            30            34 
        2441 Jul 13, 2000             2            11            31            32            34 
        2440 Jul 12, 2000             6             9            14            23            27 
        2439 Jul 11, 2000             6            17            18            22            37 
        2438 Jul 10, 2000             1            13            19            21            24 
        2437 Jul 09, 2000            14            15            27            30            39 
        2436 Jul 08, 2000             4             5            19            30            38 
